stage,observation,noisy_observation,small_prob,large_prob,prediction,true_target,correct,trial_id,experiment,description
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,21,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,22,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,22,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,22,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,23,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,23,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,23,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,24,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,24,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,24,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,25,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,25,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,25,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,26,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,26,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,1,0.2783018867924528,0.7216981132075471,1,0,0,26,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,27,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,27,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,27,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,28,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,1,0.33471074380165294,0.665289256198347,1,0,0,28,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,1,0.09309623430962348,0.9069037656903766,1,0,0,28,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,29,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,29,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,29,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,30,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,30,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,1,0.23275862068965514,0.767241379310345,1,0,0,30,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,31,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,31,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,31,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,32,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,32,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,32,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,33,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,33,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,33,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,34,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,34,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,34,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,35,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,35,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,35,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,36,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,1,0.2674418604651163,0.7325581395348837,1,0,0,36,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.7216981132075471,0.2783018867924528,0,0,1,36,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,37,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,37,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,37,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,38,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,38,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,38,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,39,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,39,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,39,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,40,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,40,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,40,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,41,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,41,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,1,0.2783018867924528,0.7216981132075471,1,0,0,41,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,42,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,42,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,42,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,43,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,43,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,43,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,44,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,44,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,44,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,45,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,45,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,45,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,46,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,46,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,46,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,47,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,47,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,47,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,48,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,48,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,48,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,49,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,49,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,49,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,50,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,50,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,50,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,51,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,51,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,51,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,52,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,52,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,52,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,53,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,53,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,53,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,54,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,54,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,54,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,55,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,55,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,55,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,56,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,56,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,56,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,57,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,57,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,57,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,58,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,58,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,58,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,59,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,59,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,59,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,60,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,60,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,60,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,61,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,61,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,61,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,62,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,62,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,62,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,63,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,63,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,63,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,64,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,64,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,64,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,65,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,65,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,65,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,66,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,66,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,66,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,67,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,67,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,67,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,68,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,68,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,68,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,69,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,69,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,69,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,70,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,70,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,70,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,71,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,71,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,1,0.23275862068965514,0.767241379310345,1,0,0,71,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,72,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,72,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,72,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,73,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,73,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,73,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,74,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,74,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,74,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,75,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,75,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,75,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,76,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,76,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,1,0.23275862068965514,0.767241379310345,1,0,0,76,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,77,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,77,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,77,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,0,0.55,0.44999999999999996,0,0,1,78,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.7325581395348837,0.2674418604651163,0,0,1,78,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9252767527675276,0.07472324723247233,0,0,1,78,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,79,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,79,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,79,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
gaze,1,1,0.44999999999999996,0.55,1,0,0,80,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
hand,0,0,0.665289256198347,0.33471074380165294,0,0,1,80,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
trajectory,0,0,0.9069037656903766,0.09309623430962348,0,0,1,80,gaze_wrong_hand_trajectory_correct_small,Gaze is misleading; hand and trajectory indicate the correct target.
